Record Date,Record Type,Location,Property Type,Price,Price/sqft,Built-up Area,Plot Area,Beds,Has Maid Room,Has Study Room,Floor Level,Views,Has Balcony,Developer,Comments,URL
2023-04-14,Off-plan Transaction,"Petalz by Danube, International City",Apartment,583000.0,929,627,0,Studio,False,False,G,,True,Danube,Unit-BG03,nan
2023-04-14,Secondary Transaction,"Spain Cluster, Spain Cluster, International City",Apartment,330000.0,451,732,0,1 Bed,False,False,G,,False,Nakheel,Unit-G16,nan
2023-04-14,Secondary Transaction,"Universal Apartments, International City",Apartment,365000.0,463,789,0,2 Bed,False,False,2,,False,Unknown,Unit-209,nan
2023-04-14,Secondary Transaction,"Universal Apartments, International City",Apartment,365000.0,463,789,0,2 Bed,False,False,4,,False,Unknown,Unit-409,nan
2023-04-14,Secondary Transaction,"France Cluster, France Cluster, International City",Apartment,245000.0,506,484,0,Studio,False,False,1,,False,Nakheel,Unit-116,nan
2023-04-14,Off-plan Transaction,"Petalz by Danube, International City",Apartment,474000.0,1185,400,0,Studio,False,False,1,,True,Danube,Unit-A115,nan
2023-04-14,Off-plan Transaction,"Petalz by Danube, International City",Apartment,767000.0,1186,647,0,1 Bed,False,False,3,,True,Danube,Unit-B313,nan
2023-04-14,Secondary Transaction,"Italy Cluster, Italy Cluster, International City",Apartment,325000.0,438,743,0,1 Bed,False,False,1,,False,Nakheel,Unit-118,nan
2023-04-14,Secondary Transaction,"Spain Cluster, Spain Cluster, International City",Apartment,353000.0,493,716,0,1 Bed,False,False,1,,False,Nakheel,Unit-107,nan
2023-04-13,Secondary Transaction,"HDS Sunstar II, CBD (Central Business District), International City",Apartment,360000.0,412,873,0,1 Bed,False,False,8,,True,HDS Group,Unit-813,nan
2023-04-13,Secondary Transaction,"Lawnz by Danube, International City",Apartment,835000.0,860,971,0,2 Bed,False,False,4,,True,Danube Properties,Unit-404,nan
2023-04-13,Off-plan Transaction,"Petalz by Danube, International City",Apartment,461720.0,1144,404,0,Studio,False,False,2,,True,Danube,Unit-B207,nan
2023-04-13,Secondary Transaction,"England Cluster, International City",Apartment,288450.0,394,732,0,1 Bed,False,False,2,,False,Nakheel,Unit-206,nan
2023-04-13,Secondary Transaction,"England Cluster, International City",Apartment,237000.0,489,484,0,Studio,False,False,1,,False,Nakheel,Unit-111,nan
2023-04-13,Secondary Transaction,"France Cluster, France Cluster, International City",Apartment,225000.0,465,484,0,Studio,False,False,4,,False,Nakheel,Unit-413,nan
2023-04-13,Secondary Transaction,"Persia Cluster, Persia Cluster, International City",Apartment,210000.0,443,474,0,Studio,False,False,3,,False,Nakheel,Unit-306,nan
2023-04-13,Secondary Transaction,"Lawnz by Danube, International City",Apartment,599000.0,951,630,0,1 Bed,False,False,1,,True,Danube Properties,Unit-127,nan
2023-04-13,Secondary Transaction,"England Cluster, International City",Apartment,200000.0,413,484,0,Studio,False,False,1,,False,Nakheel,Unit-102,nan
2023-04-13,Secondary Transaction,"Morocco Cluster, Morocco Cluster, International City",Apartment,250000.0,540,463,0,Studio,False,False,2,,False,Nakheel,Unit-203,nan
2023-04-13,Off-plan Transaction,"Petalz by Danube, International City",Apartment,484000.0,1207,401,0,Studio,False,False,6,,True,Danube,Unit-B621,nan
2023-04-13,Off-plan Transaction,"Petalz by Danube, International City",Apartment,753390.0,1165,647,0,1 Bed,False,False,1,,True,Danube,Unit-B111,nan
2023-12-04,Off-plan Transaction,"Petalz by Danube, International City",Apartment,770000.0,1191,647,0,1 Bed,False,False,3,,True,Danube,Unit-B303,nan
2023-12-04,Off-plan Transaction,"HZ Tower, International City",Apartment,586000.0,887,660,0,1 Bed,False,False,,,False,,,nan
2023-12-04,Off-plan Transaction,"HZ Tower, International City",Apartment,586000.0,887,660,0,1 Bed,False,False,1,,True,,Unit-103,nan
2023-12-04,Off-plan Transaction,"Petalz by Danube, International City",Apartment,483000.0,1208,400,0,Studio,False,False,6,,True,Danube,Unit-A619,nan
2023-12-04,Off-plan Transaction,"Petalz by Danube, International City",Apartment,960300.0,874,1098,0,2 Bed,False,False,2,,True,Danube,Unit-B216,nan
2023-12-04,Secondary Transaction,"Spain Cluster, Spain Cluster, International City",Apartment,250000.0,522,479,0,Studio,False,False,2,,False,Nakheel,Unit-218,nan
2023-12-04,Off-plan Transaction,"Petalz by Danube, International City",Apartment,1100000.0,1001,1098,0,2 Bed,False,False,5,,True,Danube,Unit-A516,nan
2023-12-04,Secondary Transaction,"Emirates Cluster, International City",Apartment,285000.0,383,745,0,1 Bed,False,False,2,,True,Nakheel,Unit-204,nan
2023-12-04,Off-plan Transaction,"Petalz by Danube, International City",Apartment,770000.0,1191,647,0,1 Bed,False,False,3,,True,Danube,Unit-B303,nan
2023-11-04,Secondary Transaction,"France Cluster, France Cluster, International City",Apartment,240000.0,495,484,0,Studio,False,False,2,,False,Nakheel,Unit-212,nan
2023-11-04,Secondary Transaction,"Emirates Cluster, International City",Apartment,290000.0,419,692,0,1 Bed,False,False,1,,True,Nakheel,Unit-106,nan
2023-11-04,Secondary Transaction,"Indigo Spectrum 2, Indigo Towers, International City",Apartment,455000.0,554,822,0,1 Bed,False,False,5,,True,Emirates Properties Investments,Unit-507,nan
2023-05-15,Secondary Transaction,"Rimal 6, Rimal, Jumeirah Beach Residence",Apartment,1900000.0,1336,1422,0,2 Bed,False,False,21,,True,Dubai Properties Group,Unit-2101,nan
2023-05-15,Secondary Transaction,"Al Fattan Marine Towers, Jumeirah Beach Residence",Apartment,2000000.0,976,2048,0,3 Bed,False,False,6,,True,Al Fattan Properties,Unit-603,nan
2023-05-15,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,3690480.0,4344,850,0,Studio,False,False,G,,True,,"Hotel Rooms, Unit-21",nan
2023-05-15,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,10641038.1,4622,2303,0,2 Bed,False,False,G,,True,,"Hotel Rooms, Unit-14",nan
2023-05-15,Secondary Transaction,"Murjan 5, Murjan, Jumeirah Beach Residence",Apartment,4225000.0,1458,2898,0,4 Bed,False,False,35,,True,Dubai Properties Group,Unit-3502,nan
2023-05-15,Secondary Transaction,"Sadaf 2, Sadaf, Jumeirah Beach Residence",Apartment,1750000.0,1261,1388,0,2 Bed,False,False,8,,True,Dubai Properties Group,Unit-804,nan
2023-05-15,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,7419340.95,4738,1566,0,Studio,False,False,3,,True,,"Hotel Rooms, Unit-322",nan
2023-05-15,Secondary Transaction,"Al Fattan Marine Towers, Jumeirah Beach Residence",Apartment,2500000.0,1151,2173,0,3 Bed,False,False,29,,True,Al Fattan Properties,Unit-2902,nan
2023-05-15,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,7977802.86,4976,1603,0,Studio,False,False,5,,True,,"Hotel Rooms, Unit-524",nan
2023-12-05,Secondary Transaction,"Al Bateen Residences, The Walk, Jumeirah Beach Residence",Apartment,4000000.0,2391,1673,0,2 Bed,False,False,8,,True,Al Ain Properties,Unit-809,nan
2023-12-05,Secondary Transaction,"Rimal 1, Rimal, Jumeirah Beach Residence",Apartment,2100000.0,1624,1294,0,2 Bed,False,False,21,,True,Dubai Properties Group,Unit-2101,nan
2023-12-05,Secondary Transaction,"Sadaf 7, Sadaf, Jumeirah Beach Residence",Apartment,2000000.0,1659,1205,0,1 Bed,False,False,38,,True,Dubai Properties Group,Unit-3806,nan
2023-12-05,Secondary Transaction,"Shams 4, Shams, Jumeirah Beach Residence",Apartment,2400000.0,2049,1171,0,1 Bed,False,False,19,,True,Dubai Properties Group,Unit-1903,nan
2023-11-05,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,4090039.05,4873,839,0,Studio,False,False,8,,True,,"Hotel Rooms, Unit-814",nan
2023-11-05,Secondary Transaction,"Bahar 4, Bahar, Jumeirah Beach Residence",Apartment,1600000.0,1262,1267,0,1 Bed,False,False,6,,True,Dubai Properties Group,Unit-604,nan
2023-11-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,8800000.0,4539,1939,0,3 Bed,False,False,18,,True,Emaar Properties,Unit-1801,nan
2023-10-05,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,3690684.76,4505,819,0,Studio,False,False,2,,True,,"Hotel Rooms, Unit-206",nan
2023-10-05,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,4074942.86,4822,845,0,Studio,False,False,6,,True,,"Hotel Rooms, Unit-608",nan
2023-10-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,3150000.0,4471,705,0,1 Bed,False,False,46,,True,Emaar Properties,"Hotel Apartment, Unit-4604",nan
2023-09-05,Secondary Transaction,"Shams 4, Shams, Jumeirah Beach Residence",Apartment,2350000.0,2006,1171,0,1 Bed,False,False,19,,True,Dubai Properties Group,Unit-1903,nan
2023-09-05,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,3591267.62,3858,931,0,Studio,False,False,5,,True,,"Hotel Rooms, Unit-508",nan
2023-09-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,8700000.0,5906,1473,0,2 Bed,False,False,35,,True,Emaar Properties,"Hotel Apartment, Unit-3507",nan
2023-09-05,Secondary Transaction,"Bahar 1, Bahar, Jumeirah Beach Residence",Apartment,1330000.0,1034,1286,0,1 Bed,False,False,6,,True,Dubai Properties Group,Unit-606,nan
2023-09-05,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,4010814.29,4739,846,0,Studio,False,False,5,,True,,"Hotel Rooms, Unit-516",nan
2023-09-05,Secondary Transaction,"Sadaf 8, Sadaf, Jumeirah Beach Residence",Apartment,7450000.0,1203,6191,0,4 Bed,False,False,20,,True,Dubai Properties Group,Unit-2001,nan
2023-09-05,Secondary Transaction,"Bahar 1, Bahar, Jumeirah Beach Residence",Apartment,1380000.0,1073,1286,0,1 Bed,False,False,6,,True,Dubai Properties Group,Unit-605,nan
2023-09-05,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,4116089.52,4873,845,0,Studio,False,False,8,,True,,"Hotel Rooms, Unit-805",nan
2023-09-05,Secondary Transaction,"Sadaf 8, Sadaf, Jumeirah Beach Residence",Apartment,2150000.0,1127,1908,0,3 Bed,False,False,17,,True,Dubai Properties Group,Unit-1706,nan
2023-09-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,12000000.0,6435,1865,0,3 Bed,False,False,57,,True,Emaar Properties,"Hotel Apartment, Unit-5705",nan
2023-08-05,Secondary Transaction,"Murjan 2, Murjan, Jumeirah Beach Residence",Apartment,1310000.0,1115,1175,0,1 Bed,False,False,22,,True,Dubai Properties Group,Unit-2205,nan
2023-08-05,Off-plan Transaction,"La Vie, Jumeirah Beach Residence",Apartment,4600000.0,3285,1400,0,2 Bed,False,False,10,,True,Dubai Properties Group,Unit-1005,nan
2023-08-05,Secondary Transaction,"Sadaf 4, Sadaf, Jumeirah Beach Residence",Apartment,2030000.0,1022,1987,0,3 Bed,False,False,23,,True,Dubai Properties Group,Unit-2303,nan
2023-08-05,Secondary Transaction,"Sadaf 2, Sadaf, Jumeirah Beach Residence",Apartment,2040000.0,1083,1883,0,3 Bed,False,False,10,,True,Dubai Properties Group,Unit-1002,nan
2023-08-05,Off-plan Transaction,"La Vie, Jumeirah Beach Residence",Apartment,2900000.0,3413,850,0,1 Bed,False,False,4,,True,Dubai Properties Group,Unit-403,nan
2023-08-05,Secondary Transaction,"Al Bateen Residences, The Walk, Jumeirah Beach Residence",Apartment,4600000.0,3145,1462,0,2 Bed,False,False,13,,True,Al Ain Properties,Unit-1301,nan
2023-05-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,1250000.0,2002,625,0,1 Bed,False,False,22,,False,Emaar Properties,Unit-2207,nan
2023-05-05,Secondary Transaction,"Murjan 3, Murjan, Jumeirah Beach Residence",Apartment,3080000.0,1419,2170,0,3 Bed,False,False,4,,True,Dubai Properties Group,Unit-402,nan
2023-04-05,Secondary Transaction,"Bahar 6, Bahar, Jumeirah Beach Residence",Apartment,1280000.0,1682,761,0,1 Bed,False,False,11,,True,Dubai Properties Group,Unit-1105,nan
2023-04-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,7400000.0,5017,1475,0,2 Bed,False,False,25,,True,Emaar Properties,Unit-2502,nan
2023-04-05,Secondary Transaction,"Rimal 2, Rimal, Jumeirah Beach Residence",Apartment,1485000.0,1295,1146,0,1 Bed,False,False,11,,True,Dubai Properties Group,Unit-1101,nan
2023-04-05,Secondary Transaction,"Sadaf 7, Sadaf, Jumeirah Beach Residence",Apartment,1500000.0,1238,1212,0,1 Bed,False,False,31,,True,Dubai Properties Group,Unit-3101,nan
2023-04-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,8700000.0,5906,1473,0,2 Bed,False,False,25,,True,Emaar Properties,"Hotel Apartment, Unit-2507",nan
2023-03-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,2500000.0,4003,625,0,1 Bed,False,False,15,,False,Emaar Properties,Unit-1507,nan
2023-03-05,Secondary Transaction,"Bahar 4, Bahar, Jumeirah Beach Residence",Apartment,1500000.0,1184,1267,0,1 Bed,False,False,4,,True,Dubai Properties Group,Unit-405,nan
2023-03-05,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,1920000.0,1507,1274,0,2 Bed,False,False,29,,True,Dubai Properties Group,Unit-2901,nan
2023-03-05,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,1400000.0,1168,1199,0,1 Bed,False,False,16,,True,Dubai Properties Group,Unit-1603,nan
2023-03-05,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,3350000.0,4523,741,0,1 Bed,False,False,35,,True,Emaar Properties,"Hotel Apartment, Unit-3501",nan
2023-02-05,Secondary Transaction,"Rimal 5, Rimal, Jumeirah Beach Residence",Apartment,3000000.0,1559,1924,0,3 Bed,False,False,3,,True,Dubai Properties Group,Unit-305,nan
2023-02-05,Secondary Transaction,"Rimal 5, Rimal, Jumeirah Beach Residence",Apartment,2300000.0,1195,1924,0,3 Bed,False,False,2,,True,Dubai Properties Group,Unit-206,nan
2023-01-05,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,5122796.19,4983,1028,0,Studio,False,False,5,,True,,"Hotel Rooms, Unit-514",nan
2023-01-05,Secondary Transaction,"Sadaf 2, Sadaf, Jumeirah Beach Residence",Apartment,1750000.0,1264,1384,0,2 Bed,False,False,16,,True,Dubai Properties Group,Unit-1604,nan
2023-04-30,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,3500000.0,5023,697,0,1 Bed,False,False,71,,True,Emaar Properties,"Hotel Apartment, Unit-7106",nan
2023-04-30,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,7500000.0,5121,1465,0,2 Bed,False,False,71,,True,Emaar Properties,"Hotel Apartment, Unit-7104",nan
2023-04-28,Secondary Transaction,"Murjan 2, Murjan, Jumeirah Beach Residence",Apartment,1170000.0,1639,714,0,Studio,False,False,6,,True,Dubai Properties Group,Unit-606,nan
2023-04-28,Secondary Transaction,"Murjan 3, Murjan, Jumeirah Beach Residence",Apartment,3300000.0,1521,2170,0,3 Bed,False,False,9,,True,Dubai Properties Group,Unit-902,nan
2023-04-28,Secondary Transaction,"Shams 4, Shams, Jumeirah Beach Residence",Apartment,1650000.0,1265,1305,0,2 Bed,False,False,14,,True,Dubai Properties Group,Unit-1405,nan
2023-04-28,Secondary Transaction,"Bahar 1, Bahar, Jumeirah Beach Residence",Apartment,1725000.0,1493,1156,0,1 Bed,False,False,9,,True,Dubai Properties Group,Unit-903,nan
2023-04-27,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,2908775.24,3557,818,0,Studio,False,False,2,,True,,"Hotel Rooms, Unit-224",nan
2023-04-27,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,7700000.0,3970,1940,0,3 Bed,False,False,15,,True,Emaar Properties,Unit-1501,nan
2023-04-27,Secondary Transaction,"Sadaf 2, Sadaf, Jumeirah Beach Residence",Apartment,2500000.0,1328,1883,0,3 Bed,False,False,4,,True,Dubai Properties Group,Unit-402,nan
2023-04-26,Secondary Transaction,"Al Fattan Marine Towers, Jumeirah Beach Residence",Apartment,2600000.0,1190,2186,0,3 Bed,False,False,5,,True,Al Fattan Properties,Unit-505,nan
2023-04-26,Off-plan Transaction,"La Vie, Jumeirah Beach Residence",Apartment,2350000.0,2554,920,0,1 Bed,False,False,1,,True,Dubai Properties Group,Unit-102,nan
2023-04-25,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,2650000.0,4243,625,0,1 Bed,False,False,33,,False,Emaar Properties,Unit-3307,nan
2023-04-25,Secondary Transaction,"Bahar 2, Bahar, Jumeirah Beach Residence",Apartment,3100000.0,1031,3006,0,4 Bed,False,False,24,,True,Dubai Properties Group,Unit-2402,nan
2023-04-25,Secondary Transaction,"Bahar 6, Bahar, Jumeirah Beach Residence",Apartment,1350000.0,1731,780,0,1 Bed,False,False,5,,True,Dubai Properties Group,Unit-507,nan
2023-04-25,Secondary Transaction,"Bahar 1, Bahar, Jumeirah Beach Residence",Apartment,2016625.0,1745,1156,0,1 Bed,False,False,3,,True,Dubai Properties Group,Unit-303,nan
2023-04-25,Secondary Transaction,"Sadaf 6, Sadaf, Jumeirah Beach Residence",Apartment,1795000.0,1247,1439,0,2 Bed,False,False,8,,True,Dubai Properties Group,Unit-808,nan
2023-04-25,Secondary Transaction,"Bahar 1, Bahar, Jumeirah Beach Residence",Apartment,2000100.0,1455,1375,0,2 Bed,False,False,33,,True,Dubai Properties Group,Unit-3303,nan
2023-04-25,Secondary Transaction,"Sadaf 8, Sadaf, Jumeirah Beach Residence",Apartment,2100000.0,1104,1903,0,3 Bed,False,False,10,,True,Dubai Properties Group,Unit-1005,nan
2023-04-24,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,14026917.0,4298,3264,0,3 Bed,False,False,16,,True,,Unit-61601,nan
2023-04-24,Secondary Transaction,"Rimal 1, Rimal, Jumeirah Beach Residence",Apartment,2070000.0,1600,1294,0,2 Bed,False,False,21,,True,Dubai Properties Group,Unit-2101,nan
2023-04-19,Secondary Transaction,"Al Fattan Marine Towers, Jumeirah Beach Residence",Apartment,2830000.0,1303,2173,0,3 Bed,False,False,12,,True,Al Fattan Properties,Unit-1202,nan
2023-04-19,Secondary Transaction,"Al Bateen Residences, The Walk, Jumeirah Beach Residence",Apartment,4300000.0,2379,1808,0,3 Bed,False,False,37,,False,Al Ain Properties,Unit-3704,nan
2023-04-19,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2150000.0,1141,1884,0,3 Bed,False,False,25,,True,Dubai Properties Group,Unit-2502,nan
2023-04-19,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,3085000.0,4183,737,0,1 Bed,False,False,49,,True,Emaar Properties,"Hotel Apartment, Unit-4901",nan
2023-04-19,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,4500000.0,3917,1149,0,2 Bed,False,False,58,,True,Emaar Properties,Unit-5805,nan
2023-04-19,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,7200000.0,4881,1475,0,2 Bed,False,False,16,,True,Emaar Properties,Unit-1602,nan
2023-04-19,Secondary Transaction,"Murjan 2, Murjan, Jumeirah Beach Residence",Apartment,1030000.0,1443,714,0,Studio,False,False,20,,True,Dubai Properties Group,Unit-2006,nan
2023-04-19,Secondary Transaction,"Al Bateen Residences, The Walk, Jumeirah Beach Residence",Apartment,2000000.0,1835,1090,0,1 Bed,False,False,26,,True,Al Ain Properties,Unit-2606,nan
2023-04-18,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,3744555.78,4193,893,0,Studio,False,False,G,,True,,"Hotel Rooms, Unit-8",nan
2023-04-18,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,3655835.24,4418,827,0,Studio,False,False,5,,True,,"Hotel Rooms, Unit-504",nan
2023-04-18,Secondary Transaction,"Amwaj 4, Amwaj, Jumeirah Beach Residence",Apartment,1650000.0,1293,1276,0,2 Bed,False,False,30,,True,Dubai Properties Group,Unit-3007,nan
2023-04-18,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,3599156.43,4539,793,0,Studio,False,False,5,,True,,"Hotel Rooms, Unit-520",nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2075000.0,1628,1274,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3601,nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2075000.0,1628,1274,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3608,nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2425000.0,1763,1376,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3603,nan
2023-04-17,Secondary Transaction,"Bahar 1, Bahar, Jumeirah Beach Residence",Apartment,1850000.0,1429,1294,0,2 Bed,False,False,41,,True,Dubai Properties Group,Unit-4108,nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2025000.0,1589,1274,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3602,nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2125000.0,1667,1274,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3607,nan
2023-04-17,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,4043146.67,4819,839,0,Studio,False,False,8,,True,,"Hotel Rooms, Unit-815",nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2425000.0,1763,1376,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3605,nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2025000.0,1472,1376,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3604,nan
2023-04-17,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2025000.0,1472,1376,0,2 Bed,False,False,36,,True,Dubai Properties Group,Unit-3606,nan
2023-04-17,Secondary Transaction,"Bahar 1, Bahar, Jumeirah Beach Residence",Apartment,1850000.0,1429,1294,0,2 Bed,False,False,41,,True,Dubai Properties Group,Unit-4108,nan
2023-04-17,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,3948875.24,4230,933,0,Studio,False,False,1,,True,,"Hotel Rooms, Unit-104",nan
2023-04-14,Off-plan Transaction,"sensoria at Five Luxe, Jumeirah Beach Residence",Apartment,14026917.0,4298,3264,0,3 Bed,False,False,16,,True,,Unit-61601,nan
2023-04-14,Secondary Transaction,"Sadaf 7, Sadaf, Jumeirah Beach Residence",Apartment,2000000.0,1475,1356,0,2 Bed,False,False,44,,False,Dubai Properties Group,Unit-4404,nan
2023-04-14,Secondary Transaction,"Rimal 1, Rimal, Jumeirah Beach Residence",Apartment,1775000.0,1279,1388,0,2 Bed,False,False,10,,True,Dubai Properties Group,Unit-1006,nan
2023-04-14,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,8450000.0,4429,1908,0,2 Bed,False,False,63,,True,Emaar Properties,Unit-6301,nan
2023-04-14,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2425000.0,1763,1376,0,2 Bed,False,False,30,,True,Dubai Properties Group,Unit-3005,nan
2023-04-14,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,36259792.0,4558,7955,0,5 Bed,False,False,35,,True,,Unit-63501,nan
2023-04-14,Secondary Transaction,"1 JBR, Jumeirah Beach Residence",Apartment,9100000.0,4718,1929,0,2 Bed,False,False,22,,True,Dubai Properties Group,Unit-2202,nan
2023-04-14,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,7900000.0,5363,1473,0,2 Bed,False,False,18,,True,Emaar Properties,"Hotel Apartment, Unit-1807",nan
2023-04-13,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,13000000.0,6971,1865,0,3 Bed,False,False,37,,True,Emaar Properties,"Hotel Apartment, Unit-3705",nan
2023-04-13,Secondary Transaction,"Al Fattan Marine Towers, Jumeirah Beach Residence",Apartment,3800000.0,1705,2229,0,3 Bed,False,False,16,,True,Al Fattan Properties,Unit-1604,nan
2023-04-13,Secondary Transaction,"The Address Jumeirah Resort and Spa, Jumeirah Beach Residence",Apartment,6400000.0,5488,1166,0,2 Bed,False,False,12,,True,Emaar Properties,Unit-1203,nan
2023-04-13,Secondary Transaction,"Bahar 4, Bahar, Jumeirah Beach Residence",Apartment,1900000.0,1498,1268,0,2 Bed,False,False,22,,True,Dubai Properties Group,Unit-2203,nan
2023-04-13,Secondary Transaction,"Amwaj 4, Amwaj, Jumeirah Beach Residence",Apartment,2150000.0,1170,1838,0,3 Bed,False,False,1,,True,Dubai Properties Group,Unit-107,nan
2023-04-13,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,5000000.0,4496,1112,0,1 Bed,False,False,45,,True,,Unit-4505,nan
2023-12-04,Secondary Transaction,"Shams 1, Shams, Jumeirah Beach Residence",Apartment,2175000.0,1154,1884,0,3 Bed,False,False,22,,True,Dubai Properties Group,Unit-2208,nan
2023-12-04,Secondary Transaction,"Rimal 2, Rimal, Jumeirah Beach Residence",Apartment,2200000.0,1553,1417,0,2 Bed,False,False,17,,True,Dubai Properties Group,Unit-1701,nan
2023-12-04,Secondary Transaction,"Shams 4, Shams, Jumeirah Beach Residence",Apartment,1450000.0,1240,1169,0,1 Bed,False,False,1,,True,Dubai Properties Group,Unit-103,nan
2023-12-04,Secondary Transaction,"Al Fattan Marine Towers, Jumeirah Beach Residence",Apartment,2050000.0,944,2173,0,3 Bed,False,False,17,,True,Al Fattan Properties,Unit-1702,nan
2023-12-04,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,21380485.0,5290,4042,0,4 Bed,False,False,20,,True,,Unit-62002,nan
2023-12-04,Secondary Transaction,"1 JBR, Jumeirah Beach Residence",Apartment,14100000.0,5437,2593,0,3 Bed,False,False,40,,True,Dubai Properties Group,Unit-4002,nan
2023-12-04,Off-plan Transaction,"Five Luxe, Jumeirah Beach Residence",Apartment,16459860.0,5044,3264,0,3 Bed,False,False,28,,True,,Unit-62801,nan
2023-12-04,Secondary Transaction,"Murjan 1, Murjan, Jumeirah Beach Residence",Apartment,1715000.0,1302,1317,0,2 Bed,False,False,29,,True,Dubai Properties Group,Unit-2901,nan
2023-11-04,Secondary Transaction,"Rimal 4, Rimal, Jumeirah Beach Residence",Apartment,2350000.0,1653,1422,0,2 Bed,False,False,28,,True,Dubai Properties Group,Unit-2801,nan
2023-11-04,Secondary Transaction,"Rimal 6, Rimal, Jumeirah Beach Residence",Apartment,2000000.0,1103,1813,0,3 Bed,False,False,3,,True,Dubai Properties Group,Unit-301,nan
