Record Date,Record Type,Location,Property Type,Price,Price/sqft,Built-up Area,Plot Area,Beds,Has Maid Room,Has Study Room,Floor Level,Views,Has Balcony,Developer,Comments,URL
2023-04-26,Secondary Transaction,"Resortz by Danube, Arjan",Apartment,420000.0,972,432,0,Studio,False,False,2,,True,Danube Properties,Unit-240,nan
2023-04-25,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,892400.0,1128,791,0,1 Bed,False,False,12,,True,Danube,Unit-1207,nan
2023-04-25,Secondary Transaction,"Lincoln Park, Arjan",Apartment,335000.0,641,523,0,Studio,False,False,3,,True,Damac Properties,Unit-324,nan
2023-04-25,Secondary Transaction,"Divine Residence, Arjan",Apartment,750000.0,551,1361,0,2 Bed,False,False,6,,True,,Unit-627,nan
2023-04-25,Off-plan Transaction,Arjan,Apartment,530000.0,585,906,0,2 Bed,False,False,6,,True,Dubai Holding,Unit-B656,nan
2023-04-24,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,906000.0,1366,663,0,1 Bed,False,False,7,,True,,Unit-710,nan
2023-04-24,Off-plan Transaction,"Gardenia Livings, Arjan",Apartment,870660.42,1176,740,0,1 Bed,False,False,6,,True,,Unit-617,nan
2023-04-24,Off-plan Transaction,"Gardenia Livings, Arjan",Apartment,870660.42,1177,740,0,1 Bed,False,False,6,,True,,Unit-616,nan
2023-04-19,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,1519000.0,1293,1175,0,2 Bed,False,False,7,,True,,Unit-725,nan
2023-04-19,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,627000.0,1396,449,0,Studio,False,False,9,,True,,Unit-906,nan
2023-04-19,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,625000.0,1398,447,0,Studio,False,False,9,,True,,Unit-909,nan
2023-04-19,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,912000.0,1211,753,0,1 Bed,False,False,5,,True,Danube,Unit-516,nan
2023-04-19,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,951000.0,1398,680,0,1 Bed,False,False,7,,True,,Unit-729,nan
2023-04-19,Off-plan Transaction,"Gardenia Livings, Arjan",Apartment,911789.32,1201,759,0,1 Bed,False,False,6,,True,,Unit-608,nan
2023-04-19,Secondary Transaction,Arjan,Apartment,1550000.0,969,1600,0,2 Bed,False,False,4,,True,Samana Developers,Unit-424,nan
2023-04-19,Off-plan Transaction,Arjan,Apartment,652694.0,854,764,0,1 Bed,False,False,,,True,,Unit-930,nan
2023-04-19,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,920000.0,1316,699,0,1 Bed,False,False,7,,True,,Unit-723,nan
2023-04-19,Off-plan Transaction,"Torino, Arjan",Apartment,440000.0,1207,365,0,Studio,False,False,1,,True,,Unit-107,nan
2023-04-19,Off-plan Transaction,Arjan,Apartment,417699.0,996,420,0,Studio,False,False,,,True,,Unit-220,nan
2023-04-19,Off-plan Transaction,"Torino, Arjan",Apartment,445000.0,1221,365,0,Studio,False,False,4,,True,,Unit-408,nan
2023-04-18,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,872006.0,1200,727,0,1 Bed,False,False,6,,True,,Unit-613,nan
2023-04-18,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,1368007.0,1050,1303,0,2 Bed,False,False,6,,True,,Unit-609,nan
2023-04-18,Off-plan Transaction,"Torino, Arjan",Apartment,720000.0,1165,618,0,1 Bed,False,False,5,,True,,Unit-501,nan
2023-04-18,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,599000.0,1335,449,0,Studio,False,False,17,,True,Danube,Unit-1711,nan
2023-04-18,Secondary Transaction,"Vincitore Boulevard, Arjan",Apartment,510000.0,985,518,0,Studio,False,False,1,,True,Vincitore Real Estate Development LLC,Unit-C-102,nan
2023-04-18,Off-plan Transaction,Arjan,Apartment,383036.0,924,414,0,Studio,False,False,,,True,,Unit-203,nan
2023-04-18,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,1387374.0,1019,1362,0,2 Bed,False,False,2,,True,,Unit-208,nan
2023-04-18,Secondary Transaction,"Green Diamond 1, Arjan",Apartment,710000.0,851,834,0,2 Bed,False,False,5,,True,Diamond developers,Unit-A-510,nan
2023-04-18,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,929517.0,1125,826,0,1 Bed,False,False,5,,True,,Unit-510,nan
2023-04-18,Off-plan Transaction,"Torino, Arjan",Apartment,490000.0,1339,366,0,Studio,False,False,1,,True,,Unit-114,nan
2023-04-17,Off-plan Transaction,"Aryene Greens, Arjan",Apartment,413400.0,668,618,0,1 Bed,False,False,1,,True,Unknown,Unit-120,nan
2023-04-17,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,952857.0,1150,828,0,1 Bed,False,False,4,,True,,Unit-415,nan
2023-04-17,Off-plan Transaction,"Aryene Greens, Arjan",Apartment,330000.0,835,395,0,Studio,False,False,5,,True,Unknown,Unit-513,nan
2023-04-17,Off-plan Transaction,"Aryene Greens, Arjan",Apartment,442000.0,679,651,0,1 Bed,False,False,1,,True,Unknown,Unit-107,nan
2023-04-15,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,593000.0,1340,442,0,Studio,False,False,3,,True,,Unit-319,nan
2023-04-15,Off-plan Transaction,"Gardenia Livings, Arjan",Apartment,1285155.68,1029,1249,0,2 Bed,False,False,1,,True,,Unit-101,nan
2023-04-15,Off-plan Transaction,"Gardenia Livings, Arjan",Apartment,763581.04,1100,694,0,1 Bed,False,False,6,,True,,Unit-625,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,638600.0,1422,449,0,Studio,False,False,7,,True,,Unit-706,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,934000.0,1419,658,0,1 Bed,False,False,7,,True,,Unit-703,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,1660000.0,1196,1388,0,2 Bed,False,False,7,,True,,Unit-704,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,616970.0,1369,451,0,Studio,False,False,2,,True,,Unit-217,nan
2023-04-14,Secondary Transaction,"Q Gardens Boutique Residences, Arjan",Apartment,950297.9,1067,890,0,1 Bed,False,False,4,,True,AYS Developers,Unit-B-411,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,606000.0,1332,455,0,Studio,False,False,6,,True,,Unit-621,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,613000.0,1365,449,0,Studio,False,False,3,,True,,Unit-306,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,679000.0,1458,466,0,Studio,False,False,6,,True,,Unit-627,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,915000.0,1309,699,0,1 Bed,False,False,6,,True,,Unit-623,nan
2023-04-14,Off-plan Transaction,"Skyz by Danube, Arjan",Apartment,632000.0,1150,550,0,1 Bed,False,False,4,,True,Damac Properties,Unit-410,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,896000.0,1361,658,0,1 Bed,False,False,7,,True,,Unit-712,nan
2023-04-14,Off-plan Transaction,"Skyz by Danube, Arjan",Apartment,444000.0,1222,363,0,Studio,False,False,12,,True,Damac Properties,Unit-1212,nan
2023-04-14,Secondary Transaction,"Miraclz Tower by Danube, Arjan",Apartment,750000.0,988,759,0,1 Bed,False,False,15,,True,Danube Properties,Unit-1507,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,1049000.0,1417,740,0,1 Bed,False,False,9,,True,,Unit-905,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,1105000.0,1366,809,0,1 Bed,False,False,6,,True,,Unit-611,nan
2023-04-14,Secondary Transaction,"2020 Marquis, Arjan",Apartment,1300000.0,1027,1266,0,2 Bed,False,False,8,,True,20/20 Holdings,Unit-803,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,936000.0,1417,660,0,1 Bed,False,False,7,,True,,Unit-702,nan
2023-04-14,Off-plan Transaction,"Vincitore Volare, Arjan",Apartment,614910.0,1369,449,0,Studio,False,False,2,,True,,Unit-220,nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,670000.0,1171,572,0,1 Bed,False,False,2,,False,Unknown,"Hotel Apartment, Unit-204",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,670000.0,1146,584,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-213",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,285342.0,777,367,0,Studio,False,False,1,,False,Unknown,"Hotel Apartment, Unit-105",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,500000.0,1449,345,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-210",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,500000.0,1386,361,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-216",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,629694.0,1061,594,0,Studio,False,False,1,,False,Unknown,"Hotel Apartment, Unit-112",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,819792.0,780,1051,0,2 Bed,False,False,1,,True,Unknown,"Hotel Apartment, Unit-101",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,381008.0,1094,348,0,Studio,False,False,1,,False,Unknown,"Hotel Apartment, Unit-108",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,800000.0,761,1051,0,2 Bed,False,False,2,,True,Unknown,"Hotel Apartment, Unit-201",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,377930.0,1096,345,0,Studio,False,False,1,,False,Unknown,"Hotel Apartment, Unit-110",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,670000.0,1129,594,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-212",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,670000.0,1129,593,0,1 Bed,False,False,2,,True,Unknown,"Hotel Apartment, Unit-202",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,670000.0,1050,638,0,1 Bed,False,False,2,,False,Unknown,"Hotel Apartment, Unit-214",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,670000.0,855,784,0,1 Bed,False,False,2,,True,Unknown,"Hotel Apartment, Unit-206",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,604559.0,1057,572,0,1 Bed,False,False,1,,False,Unknown,"Hotel Apartment, Unit-104",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,414900.0,1150,361,0,Studio,False,False,1,,False,Unknown,"Hotel Apartment, Unit-116",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,500000.0,1436,348,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-208",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,321443.0,801,401,0,Studio,False,False,1,,False,Unknown,"Hotel Apartment, Unit-117",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,800000.0,752,1064,0,2 Bed,False,False,2,,True,Unknown,"Hotel Apartment, Unit-215",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,819643.0,1046,784,0,1 Bed,False,False,1,,True,Unknown,"Hotel Apartment, Unit-106",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,500000.0,1362,367,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-205",nan
2023-04-13,Off-plan Transaction,Arjan,Apartment,408168.0,983,415,0,Studio,False,False,,,True,,Unit-907,nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,496218.0,777,638,0,1 Bed,False,False,1,,False,Unknown,"Hotel Apartment, Unit-114",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,945632.0,1025,923,0,2 Bed,False,False,1,,True,Unknown,"Hotel Apartment, Unit-109",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,500000.0,1449,345,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-211",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,624673.0,1053,593,0,1 Bed,False,False,1,,True,Unknown,"Hotel Apartment, Unit-102",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,591062.0,1058,559,0,1 Bed,False,False,1,,False,Unknown,"Hotel Apartment, Unit-103",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,500000.0,1246,401,0,Studio,False,False,2,,False,Unknown,"Hotel Apartment, Unit-217",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,670000.0,1199,559,0,1 Bed,False,False,2,,False,Unknown,"Hotel Apartment, Unit-203",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,619413.0,1060,584,0,Studio,False,False,1,,False,Unknown,"Hotel Apartment, Unit-113",nan
2023-04-13,Secondary Transaction,"Miracle Residence, Arjan",Apartment,798534.0,750,1064,0,2 Bed,False,False,1,,True,Unknown,"Hotel Apartment, Unit-115",nan
2023-04-13,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,995000.0,956,1041,0,1 Bed,False,False,18,,True,Danube,Unit-1804,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,449450.0,1087,413,0,Studio,False,False,,,True,,Unit-1117,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,428490.0,1032,415,0,Studio,False,False,,,True,,Unit-407,nan
2023-12-04,Secondary Transaction,"Resortz by Danube, Arjan",Apartment,380000.0,844,450,0,Studio,False,False,2,,True,Danube Properties,Unit-222,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,442960.0,1067,415,0,Studio,False,False,,,True,,Unit-1015,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,959883.0,774,1240,0,2 Bed,False,False,,,True,,Unit-709,nan
2023-12-04,Secondary Transaction,"Lincoln Park, Arjan",Apartment,450000.0,576,782,0,1 Bed,False,False,4,,False,Damac Properties,Unit-429,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,479615.0,1156,415,0,Studio,False,False,,,True,,Unit-1315,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,418975.0,1009,415,0,Studio,False,False,,,True,,Unit-322,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,472860.0,1139,415,0,Studio,False,False,,,True,,Unit-1018,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,679076.0,889,764,0,1 Bed,False,False,,,True,,Unit-630,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,453579.0,1093,415,0,Studio,False,False,,,True,,Unit-1216,nan
2023-12-04,Secondary Transaction,"Joya Blanca Residences, Arjan",Apartment,460000.0,1120,411,0,Studio,False,False,,,True,Green Yard Properties,Unit-113,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,723094.0,947,764,0,1 Bed,False,False,,,True,,Unit-1112,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,723094.0,947,764,0,1 Bed,False,False,,,True,,Unit-1112,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,428490.0,1032,415,0,Studio,False,False,,,True,,Unit-407,nan
2023-12-04,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,626000.0,1192,525,0,Studio,False,False,17,,True,Danube,Unit-1710,nan
2023-12-04,Secondary Transaction,Arjan,Apartment,870000.0,989,880,0,1 Bed,False,False,3,,True,,Unit-325,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,453462.0,1093,415,0,Studio,False,False,,,True,,Unit-1215,nan
2023-12-04,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,626000.0,1192,525,0,Studio,False,False,17,,True,Danube,Unit-1710,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,462373.0,1114,415,0,Studio,False,False,,,True,,Unit-719,nan
2023-12-04,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,921000.0,1178,782,0,1 Bed,False,False,16,,True,Danube,Unit-1610,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,418975.0,1009,415,0,Studio,False,False,,,True,,Unit-322,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,815000.0,1067,764,0,1 Bed,False,False,,,True,,Unit-1129,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,815000.0,1067,764,0,1 Bed,False,False,,,True,,Unit-1129,nan
2023-12-04,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,549000.0,1461,376,0,Studio,False,False,12,,True,Danube,Unit-1205,nan
2023-12-04,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,554000.0,1474,376,0,Studio,False,False,19,,True,Danube,Unit-1913,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,716962.0,938,764,0,1 Bed,False,False,,,True,,Unit-1130,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,679076.0,889,764,0,1 Bed,False,False,,,True,,Unit-630,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,460977.0,1110,415,0,Studio,False,False,,,True,,Unit-1122,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,716962.0,938,764,0,1 Bed,False,False,,,True,,Unit-1130,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,959883.0,774,1240,0,2 Bed,False,False,,,True,,Unit-709,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,415772.0,998,416,0,Studio,False,False,,,True,,Unit-706,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,415772.0,998,416,0,Studio,False,False,,,True,,Unit-706,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,442960.0,1067,415,0,Studio,False,False,,,True,,Unit-1015,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,462373.0,1114,415,0,Studio,False,False,,,True,,Unit-719,nan
2023-12-04,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,975000.0,1057,922,0,1 Bed,False,False,5,,True,Danube,Unit-509,nan
2023-12-04,Secondary Transaction,"Lincoln Park, Arjan",Apartment,330000.0,670,493,0,Studio,False,False,2,,False,Damac Properties,Unit-206,nan
2023-12-04,Secondary Transaction,"Elz by Danube, Arjan",Apartment,250000.0,637,393,0,Studio,False,False,8,,True,Danube Properties,Unit-833,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,448757.0,1067,421,0,Studio,False,False,,,True,,Unit-601,nan
2023-12-04,Off-plan Transaction,Arjan,Apartment,450000.0,1089,413,0,Studio,False,False,,,True,,Unit-517,nan
2023-11-04,Secondary Transaction,"Lincoln Park, Arjan",Apartment,400000.0,811,493,0,Studio,False,False,4,,True,Damac Properties,Unit-415,nan
2023-11-04,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,1397075.0,1024,1364,0,2 Bed,False,False,4,,True,,Unit-407,nan
2023-11-04,Off-plan Transaction,"Opalz by Danube, Arjan",Apartment,644000.0,1172,549,0,Studio,False,False,12,,True,Danube,Unit-1214,nan
2023-11-04,Off-plan Transaction,Arjan,Apartment,781457.0,1023,764,0,1 Bed,False,False,,,True,,Unit-1327,nan
2023-11-04,Off-plan Transaction,"Jewelz by Danube, Arjan",Apartment,488000.0,1154,423,0,Studio,False,False,2,,True,Danube Properties,Unit-202,nan
2023-11-04,Off-plan Transaction,"Aryene Greens, Arjan",Apartment,603850.0,653,925,0,2 Bed,False,False,4,,True,Unknown,Unit-404,nan
2023-11-04,Off-plan Transaction,"Aryene Greens, Arjan",Apartment,442000.0,679,651,0,1 Bed,False,False,3,,True,Unknown,Unit-307,nan
2023-10-04,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,893644.0,1075,831,0,1 Bed,False,False,2,,True,,Unit-213,nan
2023-10-04,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,857850.0,1048,818,0,1 Bed,False,False,6,,True,,Unit-608,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,403505.0,972,415,0,Studio,False,False,,,True,,Unit-307,nan
2023-10-04,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,914492.0,1042,877,0,1 Bed,False,False,4,,True,,Unit-406,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,418172.0,995,420,0,Studio,False,False,,,True,,Unit-508,nan
2023-10-04,Secondary Transaction,Arjan,Apartment,570000.0,967,590,0,1 Bed,False,False,2,,True,Samana Developers,Unit-223,nan
2023-10-04,Secondary Transaction,"Samana Greens, Arjan",Apartment,600000.0,572,1050,0,2 Bed,False,False,1,,True,Samana Developers,Unit-105,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,515000.0,1227,420,0,Studio,False,False,,,True,,Unit-920,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,441158.0,1060,416,0,Studio,False,False,,,True,,Unit-602,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,382837.0,924,414,0,Studio,False,False,,,True,,Unit-205,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,690907.0,904,764,0,1 Bed,False,False,,,True,,Unit-929,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,472860.0,1139,415,0,Studio,False,False,,,True,,Unit-1025,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,773874.0,1013,764,0,1 Bed,False,False,,,True,,Unit-1028,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,411240.0,978,420,0,Studio,False,False,,,True,,Unit-308,nan
2023-10-04,Off-plan Transaction,"Marquis Signature, Arjan",Apartment,2146111.0,1075,1996,0,3 Bed,False,False,5,,True,,Unit-502,nan
2023-10-04,Off-plan Transaction,Arjan,Apartment,764000.0,1000,764,0,1 Bed,False,False,,,True,,Unit-1313,nan
2023-07-04,Secondary Transaction,"Genesis by Meraki, Arjan",Apartment,800000.0,788,1015,0,2 Bed,False,False,2,,True,Meraki Developers,Unit-209,nan
2023-05-15,Secondary Transaction,"Amna, Al Habtoor City, Business Bay",Apartment,2475000.0,1638,1511,0,2 Bed,False,False,38,,True,Al Habtoor Group,Unit-3804,nan
2023-05-15,Secondary Transaction,"SLS Dubai Hotel & Residences, Business Bay",Apartment,1080952.38,3999,270,0,1 Bed,False,False,47,,True,WOW Real Estate Development,"Hotel Apartment, Unit-4718 (Q 2)",nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1016623.44,1225,830,0,1 Bed,False,False,18,,True,,Unit-1805,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1086186.88,1282,847,0,1 Bed,False,False,16,,True,,Unit-1609,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1099700.12,1298,847,0,1 Bed,False,False,17,,True,,Unit-1709,nan
2023-05-15,Off-plan Transaction,"AG Tower, Business Bay",Apartment,1268794.0,1383,917,0,1 Bed,False,False,12,,True,Arabian Gulf Properties,Unit-1213,nan
2023-05-15,Secondary Transaction,"Elite Business Bay Residence, Business Bay",Apartment,1700000.0,1266,1343,0,2 Bed,False,False,21,,True,Triplanet Range Investments Dubai,Unit-2107,nan
2023-05-15,Secondary Transaction,"Tower A, DAMAC Towers by Paramount, Business Bay",Apartment,2706760.0,1787,1515,0,2 Bed,False,False,40,,True,Damac Properties,Unit-4007,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,2213335.0,1338,1655,0,3 Bed,False,False,45,,True,,Unit-4501,nan
2023-05-15,Off-plan Transaction,"The Paragon by IGO, Business Bay",Apartment,1344218.0,2034,661,0,1 Bed,False,False,14,,True,IGO Property Development LLC-FZ,Unit-1410,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1363852.22,1643,830,0,1 Bed,False,False,6,,True,,Unit-604,nan
2023-05-15,Secondary Transaction,"Reva Residences, Business Bay",Apartment,850000.0,1806,471,0,1 Bed,False,False,5,,True,Damac Properties,Unit-502,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1371429.18,1653,830,0,1 Bed,False,False,7,,True,,Unit-705,nan
2023-05-15,Secondary Transaction,"Bayz by Danube, Business Bay",Apartment,735000.0,1805,407,0,Studio,False,False,27,,True,Danube Properties,Unit-2717,nan
2023-05-15,Secondary Transaction,"Zada Tower, Business Bay",Apartment,586000.0,1239,473,0,1 Bed,False,False,4,,True,Damac Properties,Unit-415,nan
2023-05-15,Secondary Transaction,"Executive Tower H, Executive Towers, Business Bay",Apartment,2675000.0,1218,2196,0,3 Bed,False,False,31,,True,Dubai Properties Group,Unit-3105,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1363852.22,1643,830,0,1 Bed,False,False,6,,True,,Unit-605,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1231877.92,1484,830,0,1 Bed,False,False,13,,True,,Unit-1304,nan
2023-05-15,Secondary Transaction,"Executive Tower B, Executive Towers, Business Bay",Apartment,975000.0,986,989,0,Studio,False,False,14,,True,Dubai Properties Group,Unit-1411,nan
2023-05-15,Secondary Transaction,"Executive Tower K, Executive Towers, Business Bay",Apartment,2430000.0,1106,2197,0,3 Bed,False,False,18,,True,Dubai Properties Group,Unit-1801,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1363852.22,1643,830,0,1 Bed,False,False,6,,True,,Unit-606,nan
2023-05-15,Secondary Transaction,"Paramount Tower Hotel & Residences, Business Bay",Apartment,2225000.0,1984,1121,0,2 Bed,False,False,44,,True,Damac Properties,Unit-4404,nan
2023-05-15,Secondary Transaction,"Scala Tower, Business Bay",Apartment,300000.0,304,988,0,1 Bed,False,False,10,,True,Almadar Holdings W.L.L,Unit-1008,nan
2023-05-15,Off-plan Transaction,"Nobles Tower, Business Bay",Apartment,1155617.0,1364,847,0,1 Bed,False,False,40,,True,,Unit-4009,nan
2023-05-15,Off-plan Transaction,"Ahad Residences, Business Bay",Apartment,3044654.0,1583,1923,0,3 Bed,False,False,1,,True,,Unit-103,nan
2023-05-14,Secondary Transaction,"SLS Dubai Hotel & Residences, Business Bay",Apartment,1104761.9,4012,275,0,1 Bed,False,False,49,,True,WOW Real Estate Development,"Hotel Apartment, Unit-4925 (Q 1)",nan
2023-05-13,Secondary Transaction,"DAMAC Majestine, Business Bay",Apartment,1421980.0,1606,886,0,Studio,False,False,18,,True,Damac Properties,Unit-1809,nan
2023-12-05,Secondary Transaction,"Sky Bay Hotel, Business Bay",Apartment,1650000.0,3964,416,0,Studio,False,False,14,,False,The First Group,"Hotel Rooms, Unit-1413",nan
2023-12-05,Off-plan Transaction,"Aykon City, Business Bay",Apartment,850000.0,2443,348,0,Studio,False,False,56,,False,Damac Properties,"Hotel Apartment, Unit-5603",nan
2023-12-05,Secondary Transaction,"Vezul Residence, Business Bay",Apartment,1668400.0,1202,1388,0,2 Bed,False,False,,,True,,Unit-1406,nan
2023-12-05,Off-plan Transaction,"Regalia By Deyaar, Business Bay",Apartment,1750000.0,1394,1255,0,2 Bed,False,False,28,,True,Deyaar,Unit-2801,nan
2023-12-05,Secondary Transaction,"Fairview Residency, Business Bay",Apartment,1100000.0,1412,779,0,1 Bed,False,False,16,,True,Deyaar,Unit-1603,nan
2023-12-05,Secondary Transaction,"Vezul Residence, Business Bay",Apartment,1697500.0,1141,1488,0,2 Bed,False,False,,,True,,Unit-1405,nan
2023-12-05,Secondary Transaction,"Reva Residences, Business Bay",Apartment,815000.0,1701,479,0,1 Bed,False,False,7,,True,Damac Properties,Unit-718,nan
